Date,Open,High,Low,Close,"Trend Supertrend (7,3)","MACD (12,26,9)","Signal MACD (12,26,9)","MACD (12,26,9)_hist",Volume
Mon Jan 16 2023 00:00:00 GMT+0530 (India Standard Time),203.04,214,195.85,205.46,186.47,3.69,7.6,-3.91,42684458
Mon Jan 23 2023 00:00:00 GMT+0530 (India Standard Time),204.25,216.75,204.05,210.3,186.47,3.5,6.78,-3.28,23016260
Mon Jan 30 2023 00:00:00 GMT+0530 (India Standard Time),207.27,213.1,198.9,205.7,186.47,2.95,6.02,-3.07,53188585
Mon Feb 06 2023 00:00:00 GMT+0530 (India Standard Time),206.49,206.49,195.7,200.45,186.47,2.06,5.22,-3.16,26304513
Mon Feb 13 2023 00:00:00 GMT+0530 (India Standard Time),203.47,203.47,193.9,198.85,186.47,1.22,4.42,-3.21,42850599
Mon Feb 20 2023 00:00:00 GMT+0530 (India Standard Time),201.16,203.95,196.35,201.18,186.47,0.73,3.68,-2.96,30513094
Mon Feb 27 2023 00:00:00 GMT+0530 (India Standard Time),201.17,211.2,196.75,204.35,186.47,0.59,3.06,-2.48,33849910
Mon Mar 06 2023 00:00:00 GMT+0530 (India Standard Time),202.76,211.7,202.76,208.67,186.47,0.82,2.61,-1.8,16976446
Mon Mar 13 2023 00:00:00 GMT+0530 (India Standard Time),205.72,210.7,201.1,206.79,186.47,0.84,2.26,-1.42,33302173
Mon Mar 20 2023 00:00:00 GMT+0530 (India Standard Time),206.25,206.35,192.75,199.26,186.47,0.24,1.86,-1.61,29260782
Mon Mar 27 2023 00:00:00 GMT+0530 (India Standard Time),202.76,202.76,192.35,195.91,186.47,-0.49,1.39,-1.88,32032922
Mon Apr 03 2023 00:00:00 GMT+0530 (India Standard Time),199.33,209,198.55,203.21,186.47,-0.48,1.01,-1.49,18835574
Mon Apr 10 2023 00:00:00 GMT+0530 (India Standard Time),201.27,214.4,201.27,209.19,186.47,0.01,0.81,-0.8,16108657
Mon Apr 17 2023 00:00:00 GMT+0530 (India Standard Time),205.23,219.35,205.23,213.64,186.47,0.75,0.8,-0.05,26744150
Mon Apr 24 2023 00:00:00 GMT+0530 (India Standard Time),209.43,219.5,209.43,216.1,186.47,1.52,0.94,0.57,16717911
Mon May 01 2023 00:00:00 GMT+0530 (India Standard Time),212.77,223.7,212.77,220.41,186.47,2.44,1.24,1.2,18588509
Mon May 08 2023 00:00:00 GMT+0530 (India Standard Time),216.59,223.55,214.75,218.84,186.47,3.02,1.6,1.42,25704685
Mon May 15 2023 00:00:00 GMT+0530 (India Standard Time),217.71,228.45,217.71,222.76,188.88,3.75,2.03,1.72,22525264
Mon May 22 2023 00:00:00 GMT+0530 (India Standard Time),220.24,227.2,220.24,224.79,191.42,4.43,2.51,1.93,14983886
Mon May 29 2023 00:00:00 GMT+0530 (India Standard Time),222.51,232.65,212.85,221.86,191.42,4.69,2.94,1.75,100365992
Mon Jun 05 2023 00:00:00 GMT+0530 (India Standard Time),222.19,222.19,211.5,213.85,191.42,4.2,3.2,1,68832433
Mon Jun 12 2023 00:00:00 GMT+0530 (India Standard Time),218.02,218.02,211.4,213.19,191.42,3.71,3.3,0.41,31752401
Mon Jun 19 2023 00:00:00 GMT+0530 (India Standard Time),215.6,215.6,209.55,211.95,191.42,3.19,3.28,-0.09,28389054
Mon Jun 26 2023 00:00:00 GMT+0530 (India Standard Time),213.78,216.1,208,212.65,191.42,2.8,3.18,-0.38,39791364
Mon Jul 03 2023 00:00:00 GMT+0530 (India Standard Time),213.21,220.75,213.21,217.59,191.42,2.86,3.12,-0.26,30031683
Mon Jul 10 2023 00:00:00 GMT+0530 (India Standard Time),215.4,222.05,213.75,217.84,191.42,2.89,3.07,-0.18,55907366
Mon Jul 17 2023 00:00:00 GMT+0530 (India Standard Time),216.62,217.4,212.3,214.8,191.42,2.64,2.99,-0.35,23479026
Mon Jul 24 2023 00:00:00 GMT+0530 (India Standard Time),215.71,217.1,211.6,213.58,191.42,2.32,2.85,-0.54,38711356
Mon Jul 31 2023 00:00:00 GMT+0530 (India Standard Time),214.64,227.9,211.6,217.81,191.42,2.37,2.76,-0.38,87510629
Mon Aug 07 2023 00:00:00 GMT+0530 (India Standard Time),216.23,221.55,214.05,218.69,191.42,2.46,2.7,-0.24,72725793
Mon Aug 14 2023 00:00:00 GMT+0530 (India Standard Time),217.46,220.95,211.75,216.41,191.42,2.32,2.62,-0.3,23175272
Mon Aug 21 2023 00:00:00 GMT+0530 (India Standard Time),216.93,217.4,211.75,213.45,191.42,1.95,2.49,-0.54,22030196
Mon Aug 28 2023 00:00:00 GMT+0530 (India Standard Time),215.19,222,212.25,217.29,191.42,1.94,2.38,-0.44,35832739
Mon Sep 04 2023 00:00:00 GMT+0530 (India Standard Time),216.24,269.2,216.24,245.61,197.11,4.17,2.74,1.43,171897578
Mon Sep 11 2023 00:00:00 GMT+0530 (India Standard Time),230.93,268.95,230.93,263.88,197.11,7.33,3.66,3.67,74982403
Mon Sep 18 2023 00:00:00 GMT+0530 (India Standard Time),247.4,272.75,247.4,266.02,201.73,9.89,4.9,4.99,47133572
Mon Sep 25 2023 00:00:00 GMT+0530 (India Standard Time),256.71,282.25,256.71,274.29,208.53,12.44,6.41,6.03,54253819
Mon Oct 02 2023 00:00:00 GMT+0530 (India Standard Time),265.5,281.85,265.5,276.21,214.42,14.46,8.02,6.44,28115909
Mon Oct 09 2023 00:00:00 GMT+0530 (India Standard Time),270.86,295.6,267.8,281.73,219,16.31,9.68,6.63,65144584
Mon Oct 16 2023 00:00:00 GMT+0530 (India Standard Time),276.29,304.5,276.29,296.39,224.56,18.74,11.49,7.25,42945113
Mon Oct 23 2023 00:00:00 GMT+0530 (India Standard Time),286.34,301.9,286.34,296.39,231.02,20.44,13.28,7.16,34171648
Mon Oct 30 2023 00:00:00 GMT+0530 (India Standard Time),291.36,301.55,290.6,297.16,237.3,21.59,14.94,6.65,35000621
Mon Nov 06 2023 00:00:00 GMT+0530 (India Standard Time),294.26,321.45,294.26,308.43,245.82,23.15,16.58,6.57,57804503
Mon Nov 13 2023 00:00:00 GMT+0530 (India Standard Time),301.34,343.75,301.34,326.64,251.2,25.56,18.38,7.18,108431185
Mon Nov 20 2023 00:00:00 GMT+0530 (India Standard Time),313.99,338.5,313.99,333.19,254.59,27.68,20.24,7.44,55021135
Mon Nov 27 2023 00:00:00 GMT+0530 (India Standard Time),323.59,351.1,323.59,341.46,264.13,29.68,22.13,7.56,52005956
Mon Dec 04 2023 00:00:00 GMT+0530 (India Standard Time),332.53,362.5,332.53,352.88,271.92,31.83,24.07,7.76,75257909
Mon Dec 11 2023 00:00:00 GMT+0530 (India Standard Time),342.7,358.6,342.7,350.82,279.04,32.98,25.85,7.13,55775601
Mon Dec 18 2023 00:00:00 GMT+0530 (India Standard Time),346.76,371.8,342.3,357.09,283.03,34.01,27.48,6.53,84066380
Mon Dec 25 2023 00:00:00 GMT+0530 (India Standard Time),351.93,382.5,351.93,371.17,290.66,35.55,29.09,6.45,56969648
Mon Jan 01 2024 00:00:00 GMT+0530 (India Standard Time),361.55,395.85,361.55,383.84,298.38,37.36,30.75,6.61,71801376
Mon Jan 08 2024 00:00:00 GMT+0530 (India Standard Time),372.69,388.9,372.69,383.07,305.01,38.29,32.26,6.04,45203646
Mon Jan 15 2024 00:00:00 GMT+0530 (India Standard Time),377.88,401.5,368,387.7,305.43,38.96,33.6,5.36,83161142
Mon Jan 22 2024 00:00:00 GMT+0530 (India Standard Time),382.79,404.8,373.65,392.84,307.89,39.44,34.77,4.68,52786680
Mon Jan 29 2024 00:00:00 GMT+0530 (India Standard Time),387.81,422.9,387.81,406.77,320.6,40.49,35.91,4.58,99098182
Mon Feb 05 2024 00:00:00 GMT+0530 (India Standard Time),397.29,468.6,397.29,441.29,329.74,43.59,37.45,6.15,95497830
Mon Feb 12 2024 00:00:00 GMT+0530 (India Standard Time),419.29,487.6,419.29,463.66,335.71,47.32,39.42,7.9,106746354
Mon Feb 19 2024 00:00:00 GMT+0530 (India Standard Time),441.48,487.45,427.95,460.52,335.71,49.45,41.43,8.02,98438917
Mon Feb 26 2024 00:00:00 GMT+0530 (India Standard Time),451,451,429.65,443.01,335.71,49.15,42.97,6.18,46016159
Mon Mar 04 2024 00:00:00 GMT+0530 (India Standard Time),447.01,465.4,444.55,455.1,341.16,49.33,44.24,5.08,45325487
Mon Mar 11 2024 00:00:00 GMT+0530 (India Standard Time),451.05,462.85,401.2,435.07,341.16,47.3,44.85,2.45,79951693
Mon Mar 18 2024 00:00:00 GMT+0530 (India Standard Time),443.06,443.06,412.7,424.21,341.16,44.31,44.75,-0.43,44212048
Mon Mar 25 2024 00:00:00 GMT+0530 (India Standard Time),433.64,440.95,426.05,433.73,341.16,42.22,44.24,-2.02,37707502
Mon Apr 01 2024 00:00:00 GMT+0530 (India Standard Time),433.68,453.5,433.68,442.99,341.32,40.85,43.56,-2.72,45323198
Mon Apr 08 2024 00:00:00 GMT+0530 (India Standard Time),438.33,463.45,437.25,451.43,351.46,39.97,42.84,-2.87,38981995
